reporting_entity_name_in_network_files,provider_group_id,provider_group_id_type,sub_npi,negotiation_arrangement,billing_code,billing_code_type,billing_code_name,billing_code_modifier,negotiated_type,negotiated_rate,billing_class,provider_name,provider_city,provider_state,provider_zip_code
Blue Cross and Blue Shield of Texas,742843919,ein,1093023392,ffs,15777,CPT,ACELLULAR DERM MATRIX IMPLT,,negotiated,169.5,professional,Miguel Aleman Md&Associates,Edinburg,TX,78539
Blue Cross and Blue Shield of Texas,742843919,ein,1093023392,ffs,47562,CPT,LAPAROSCOPIC CHOLECYSTECTOMY,,negotiated,517.18,professional,Miguel Aleman Md&Associates,Edinburg,TX,78539
Blue Cross and Blue Shield of Texas,742844118,ein,1730473539,ffs,15777,CPT,ACELLULAR DERM MATRIX IMPLT,,negotiated,169.5,professional,Julius F Cantu,Dallas,TX,75208
Blue Cross and Blue Shield of Texas,742844118,ein,1730473539,ffs,47562,CPT,LAPAROSCOPIC CHOLECYSTECTOMY,,negotiated,517.18,professional,Julius F Cantu,Dallas,TX,75208
Blue Cross and Blue Shield of Texas,742844745,ein,1750562211,ffs,15777,CPT,ACELLULAR DERM MATRIX IMPLT,,negotiated,169.5,professional,Ecj Internal Medicine Dba Westside Medical Care Center,El Paso,TX,79902
Blue Cross and Blue Shield of Texas,742844745,ein,1750562211,ffs,47562,CPT,LAPAROSCOPIC CHOLECYSTECTOMY,,negotiated,517.18,professional,Ecj Internal Medicine Dba Westside Medical Care Center,El Paso,TX,79902
Blue Cross and Blue Shield of Texas,742844785,ein,1508857939,ffs,36522,CPT,PHOTOPHERESIS,,negotiated,95.31,professional,Medcare Associates,Castroville,TX,78009
Blue Cross and Blue Shield of Texas,742844785,ein,1508857939,ffs,15777,CPT,ACELLULAR DERM MATRIX IMPLT,,negotiated,213.5,professional,Medcare Associates,Castroville,TX,78009
Blue Cross and Blue Shield of Texas,742844785,ein,1215025598,ffs,47562,CPT,LAPAROSCOPIC CHOLECYSTECTOMY,,negotiated,651.43,professional,Medcare Associates,San Antonio,TX,78258
Blue Cross and Blue Shield of Texas,742844785,ein,1508857939,ffs,33249,CPT,INSJ RPLCMT DEFIB W LEAD S ,,negotiated,911.05,professional,Medcare Associates,Castroville,TX,78009
Blue Cross and Blue Shield of Texas,742846314,ein,1831224054,ffs,15777,CPT,ACELLULAR DERM MATRIX IMPLT,,negotiated,169.5,professional,William K Montgomery,Plano,TX,75093
Blue Cross and Blue Shield of Texas,742846314,ein,1831224054,ffs,47562,CPT,LAPAROSCOPIC CHOLECYSTECTOMY,,negotiated,517.18,professional,William K Montgomery,Plano,TX,75093
Blue Cross and Blue Shield of Texas,742847653,ein,1245200369,ffs,15777,CPT,ACELLULAR DERM MATRIX IMPLT,,negotiated,169.5,professional,Complete Medical Care,Corpus Christi,TX,78404
Blue Cross and Blue Shield of Texas,742847653,ein,1245200369,ffs,47562,CPT,LAPAROSCOPIC CHOLECYSTECTOMY,,negotiated,517.18,professional,Complete Medical Care,Corpus Christi,TX,78404
Blue Cross and Blue Shield of Texas,742849293,ein,1255677126,ffs,15777,CPT,ACELLULAR DERM MATRIX IMPLT,,negotiated,169.5,professional,Djbs Company,Graham,TX,76450
Blue Cross and Blue Shield of Texas,742849293,ein,1255677126,ffs,47562,CPT,LAPAROSCOPIC CHOLECYSTECTOMY,,negotiated,517.18,professional,Djbs Company,Graham,TX,76450
Blue Cross and Blue Shield of Texas,742849512,ein,1093992976,ffs,15777,CPT,ACELLULAR DERM MATRIX IMPLT,,negotiated,169.5,professional,Rosario Parra,Edinburg,TX,78539
Blue Cross and Blue Shield of Texas,742849512,ein,1093992976,ffs,470,CPT,ANESTH REMOVAL OF RIB,,negotiated,231.8,professional,Rosario Parra,Edinburg,TX,78539
Blue Cross and Blue Shield of Texas,742849512,ein,1093992976,ffs,47562,CPT,LAPAROSCOPIC CHOLECYSTECTOMY,,negotiated,269.8,professional,Rosario Parra,Edinburg,TX,78539
UnitedHealthcare Insurance Company,742849611,ein,1770695298,ffs,15777,CPT,IMPLNT BIO IMPLNT FOR SOFT TISSUE REINFORCEMENT,,negotiated,383.7,professional,Anthony Wittman,Olathe,KS,66061
UnitedHealthcare Insurance Company,742849611,ein,1770695298,ffs,47562,CPT,LAPAROSCOPY SURG CHOLECYSTECTOMY,,negotiated,1229.16,professional,Anthony Wittman,Olathe,KS,66061
UnitedHealthcare Insurance Company,742849611,ein,1770695298,ffs,33249,CPT,INSJ//RPLCMT PERM DFB W//TRNSVNS LDS 1//DUAL CHMBR,,negotiated,2072.57,professional,Anthony Wittman,Olathe,KS,66061
UnitedHealthcare Insurance Company,742849611,ein,1770695298,ffs,77373,CPT,STEREOTACTIC BODY RADIATION DELIVERY,,negotiated,3336.05,professional,Anthony Wittman,Olathe,KS,66061
UnitedHealthcare Insurance Company,742849611,ein,1770695298,ffs,36522,CPT,PHOTOPHERESIS EXTRACORPOREAL,,negotiated,4145.45,professional,Anthony Wittman,Olathe,KS,66061
Blue Cross and Blue Shield of Texas,742853046,ein,1841321312,ffs,15777,CPT,ACELLULAR DERM MATRIX IMPLT,,negotiated,169.5,professional,Giraffe,West Lake Hills,TX,78746
Blue Cross and Blue Shield of Texas,742853046,ein,1841321312,ffs,47562,CPT,LAPAROSCOPIC CHOLECYSTECTOMY,,negotiated,517.18,professional,Giraffe,West Lake Hills,TX,78746
Blue Cross and Blue Shield of Texas,742854060,ein,1134393234,ffs,15777,CPT,ACELLULAR DERM MATRIX IMPLT,,negotiated,169.5,professional,Eduardo M De Jesus,El Paso,TX,79915
Blue Cross and Blue Shield of Texas,742854060,ein,1134393234,ffs,47562,CPT,LAPAROSCOPIC CHOLECYSTECTOMY,,negotiated,517.18,professional,Eduardo M De Jesus,El Paso,TX,79915
Blue Cross and Blue Shield of Texas,742854080,ein,1851587950,ffs,15777,CPT,ACELLULAR DERM MATRIX IMPLT,,negotiated,169.5,professional,Avelino C Alvarez,Laredo,TX,78041
Blue Cross and Blue Shield of Texas,742854080,ein,1851587950,ffs,47562,CPT,LAPAROSCOPIC CHOLECYSTECTOMY,,negotiated,517.18,professional,Avelino C Alvarez,Laredo,TX,78041
Blue Cross and Blue Shield of Texas,742854921,ein,1316068273,ffs,15777,CPT,ACELLULAR DERM MATRIX IMPLT,,negotiated,213.5,professional,Integrative Medical Clinics,San Antonio,TX,78250
Blue Cross and Blue Shield of Texas,742854921,ein,1316068273,ffs,47562,CPT,LAPAROSCOPIC CHOLECYSTECTOMY,,negotiated,651.43,professional,Integrative Medical Clinics,San Antonio,TX,78250
Blue Cross and Blue Shield of Texas,742854921,ein,1316068273,ffs,33249,CPT,INSJ RPLCMT DEFIB W LEAD S ,,negotiated,911.05,professional,Integrative Medical Clinics,San Antonio,TX,78250
Blue Cross and Blue Shield of Texas,742855814,ein,1972548642,ffs,15777,CPT,ACELLULAR DERM MATRIX IMPLT,,negotiated,169.5,professional,Toepperwein Medclinic,Live Oak,TX,78233
Blue Cross and Blue Shield of Texas,742855814,ein,1972548642,ffs,47562,CPT,LAPAROSCOPIC CHOLECYSTECTOMY,,negotiated,517.18,professional,Toepperwein Medclinic,Live Oak,TX,78233
Blue Cross and Blue Shield of Texas,742856363,ein,1891970497,ffs,47562,CPT,LAPAROSCOPIC CHOLECYSTECTOMY,,negotiated,517.18,professional,Hodgkinson,Victoria,TX,77901
Blue Cross and Blue Shield of Texas,742857480,ein,1346350790,ffs,15777,CPT,ACELLULAR DERM MATRIX IMPLT,,negotiated,169.5,professional,Ed P Kemper,Killeen,TX,76549
Blue Cross and Blue Shield of Texas,742857480,ein,1346350790,ffs,47562,CPT,LAPAROSCOPIC CHOLECYSTECTOMY,,negotiated,517.18,professional,Ed P Kemper,Killeen,TX,76549
Blue Cross and Blue Shield of Texas,742857700,ein,1558570416,ffs,15777,CPT,ACELLULAR DERM MATRIX IMPLT,,negotiated,169.5,professional,Palm Valley Medical Clinic,Mcallen,TX,78504
Blue Cross and Blue Shield of Texas,742857700,ein,1558570416,ffs,47562,CPT,LAPAROSCOPIC CHOLECYSTECTOMY,,negotiated,517.18,professional,Palm Valley Medical Clinic,Mcallen,TX,78504
Blue Cross and Blue Shield of Texas,742857751,ein,1124125869,ffs,15777,CPT,ACELLULAR DERM MATRIX IMPLT,,negotiated,169.5,professional,Gi Associates Of Brownsville,Brownsville,TX,78521
Blue Cross and Blue Shield of Texas,742857751,ein,1124125869,ffs,47562,CPT,LAPAROSCOPIC CHOLECYSTECTOMY,,negotiated,517.18,professional,Gi Associates Of Brownsville,Brownsville,TX,78521
Blue Cross and Blue Shield of Texas,742858087,ein,1366590952,ffs,15777,CPT,ACELLULAR DERM MATRIX IMPLT,,negotiated,169.5,professional,Baribeau Cataract And Laser,San Antonio,TX,78222
Blue Cross and Blue Shield of Texas,742858087,ein,1366590952,ffs,47562,CPT,LAPAROSCOPIC CHOLECYSTECTOMY,,negotiated,517.18,professional,Baribeau Cataract And Laser,San Antonio,TX,78222
Blue Cross and Blue Shield of Texas,742859538,ein,1619983921,ffs,15777,CPT,ACELLULAR DERM MATRIX IMPLT,,negotiated,169.5,professional,James E Drost,Yoakum,TX,77995
Blue Cross and Blue Shield of Texas,742859538,ein,1619983921,ffs,47562,CPT,LAPAROSCOPIC CHOLECYSTECTOMY,,negotiated,517.18,professional,James E Drost,Yoakum,TX,77995
Blue Cross and Blue Shield of Texas,742859648,ein,1912229303,ffs,15777,CPT,ACELLULAR DERM MATRIX IMPLT,,negotiated,169.5,professional,Lorenzo F Martin,Corpus Christi,TX,78404
Blue Cross and Blue Shield of Texas,742859648,ein,1912229303,ffs,47562,CPT,LAPAROSCOPIC CHOLECYSTECTOMY,,negotiated,517.18,professional,Lorenzo F Martin,Corpus Christi,TX,78404
Blue Cross and Blue Shield of Texas,742861393,ein,1588989958,ffs,15777,CPT,ACELLULAR DERM MATRIX IMPLT,,negotiated,169.5,professional,Scott P Stein Dopa,Victoria,TX,77901
Blue Cross and Blue Shield of Texas,742861393,ein,1588989958,ffs,47562,CPT,LAPAROSCOPIC CHOLECYSTECTOMY,,negotiated,517.18,professional,Scott P Stein Dopa,Victoria,TX,77901
Blue Cross and Blue Shield of Texas,742862145,ein,1801817135,ffs,15777,CPT,ACELLULAR DERM MATRIX IMPLT,,negotiated,0,institutional,The Physicians Centre Hospital,Bryan,TX,77802
Blue Cross and Blue Shield of Texas,742862145,ein,1801817135,ffs,928,MS-DRG,FULL THICKNESS BURN WITH SKIN GRAFT OR INHALATION INJURY WITH CC MCC,,percentage,57,institutional,The Physicians Centre Hospital,Bryan,TX,77802
Blue Cross and Blue Shield of Texas,742862145,ein,1801817135,ffs,77373,CPT,SBRT DELIVERY,,negotiated,3616.72,institutional,The Physicians Centre Hospital,Bryan,TX,77802
Blue Cross and Blue Shield of Texas,742862145,ein,1801817135,ffs,36522,CPT,PHOTOPHERESIS,,negotiated,3811.11,institutional,The Physicians Centre Hospital,Bryan,TX,77802
Blue Cross and Blue Shield of Texas,742862145,ein,1801817135,ffs,47562,CPT,LAPAROSCOPIC CHOLECYSTECTOMY,,negotiated,4623.34,institutional,The Physicians Centre Hospital,Bryan,TX,77802
Blue Cross and Blue Shield of Texas,742862145,ein,1801817135,ffs,470,MS-DRG,MAJOR HIP AND KNEE JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY WITHOUT MCC,,negotiated,16935.19,institutional,The Physicians Centre Hospital,Bryan,TX,77802
Aetna Life insurance Company,742862145,ein,1801817135,ffs,470,MS-DRG,MAJOR JOINT REPLACEMENT,,negotiated,20750,institutional,The Physicians Centre Hospital,Bryan,TX,77802
Blue Cross and Blue Shield of Texas,742862145,ein,1801817135,ffs,33249,CPT,INSJ RPLCMT DEFIB W LEAD S ,,negotiated,31890.99,institutional,The Physicians Centre Hospital,Bryan,TX,77802
Blue Cross and Blue Shield of Texas,742862145,ein,1801817135,ffs,455,MS-DRG,COMBINED ANTERIOR AND POSTERIOR SPINAL FUSION WITHOUT CC MCC,,negotiated,42555,institutional,The Physicians Centre Hospital,Bryan,TX,77802
Aetna Life insurance Company,742862145,ein,1801817135,ffs,455,MS-DRG,COMBINED ANTERIOR//POSTERIOR,,negotiated,51439,institutional,The Physicians Centre Hospital,Bryan,TX,77802
Blue Cross and Blue Shield of Texas,742862865,ein,1649310012,ffs,15777,CPT,ACELLULAR DERM MATRIX IMPLT,,negotiated,169.5,professional,Hill County Medical Center,Hillsboro,TX,76645
Blue Cross and Blue Shield of Texas,742862865,ein,1649310012,ffs,47562,CPT,LAPAROSCOPIC CHOLECYSTECTOMY,,negotiated,517.18,professional,Hill County Medical Center,Hillsboro,TX,76645
Blue Cross and Blue Shield of Texas,742863209,ein,1073832523,ffs,15777,CPT,ACELLULAR DERM MATRIX IMPLT,,negotiated,169.5,professional,Zuka Khabbazeh,Mcallen,TX,78504
Blue Cross and Blue Shield of Texas,742863209,ein,1073832523,ffs,47562,CPT,LAPAROSCOPIC CHOLECYSTECTOMY,,negotiated,517.18,professional,Zuka Khabbazeh,Mcallen,TX,78504
Blue Cross and Blue Shield of Texas,742863505,ein,1235241688,ffs,15777,CPT,ACELLULAR DERM MATRIX IMPLT,,negotiated,967.68,institutional,Specialty Surgery Center Of San Antonio,San Antonio,TX,78240
Blue Cross and Blue Shield of Texas,742863505,ein,1235241688,ffs,47562,CPT,LAPAROSCOPIC CHOLECYSTECTOMY,,negotiated,2673.71,institutional,Specialty Surgery Center Of San Antonio,San Antonio,TX,78240
Blue Cross and Blue Shield of Texas,742863505,ein,1235241688,ffs,33249,CPT,INSJ RPLCMT DEFIB W LEAD S ,,negotiated,38644.63,institutional,Specialty Surgery Center Of San Antonio,San Antonio,TX,78240
Blue Cross and Blue Shield of Texas,742864140,ein,1457536989,ffs,15777,CPT,ACELLULAR DERM MATRIX IMPLT,,negotiated,169.5,professional,Peter A Kangos,Austin,TX,78750
Blue Cross and Blue Shield of Texas,742864140,ein,1457536989,ffs,47562,CPT,LAPAROSCOPIC CHOLECYSTECTOMY,,negotiated,517.18,professional,Peter A Kangos,Austin,TX,78750
Blue Cross and Blue Shield of Texas,742864325,ein,1497862445,ffs,15777,CPT,ACELLULAR DERM MATRIX IMPLT,,negotiated,169.5,professional,Sanjiv R Kumar,Uvalde,TX,78801
Blue Cross and Blue Shield of Texas,742864325,ein,1497862445,ffs,47562,CPT,LAPAROSCOPIC CHOLECYSTECTOMY,,negotiated,517.18,professional,Sanjiv R Kumar,Uvalde,TX,78801
Blue Cross and Blue Shield of Texas,742865001,ein,1538177134,ffs,15777,CPT,ACELLULAR DERM MATRIX IMPLT,,negotiated,169.5,professional,Juan F Montalvo,Laredo,TX,78045
Blue Cross and Blue Shield of Texas,742865001,ein,1538177134,ffs,47562,CPT,LAPAROSCOPIC CHOLECYSTECTOMY,,negotiated,517.18,professional,Juan F Montalvo,Laredo,TX,78045
Blue Cross and Blue Shield of Texas,742865226,ein,1972873891,ffs,15777,CPT,ACELLULAR DERM MATRIX IMPLT,,negotiated,169.5,professional,Hamid Pejman,San Antonio,TX,78258
Blue Cross and Blue Shield of Texas,742865226,ein,1972873891,ffs,47562,CPT,LAPAROSCOPIC CHOLECYSTECTOMY,,negotiated,517.18,professional,Hamid Pejman,San Antonio,TX,78258
Blue Cross and Blue Shield of Texas,742865954,ein,1790013134,ffs,15777,CPT,ACELLULAR DERM MATRIX IMPLT,,negotiated,340.13,professional,H Bruce Hamilton,Waco,TX,76712
Blue Cross and Blue Shield of Texas,742866995,ein,1720263379,ffs,15777,CPT,ACELLULAR DERM MATRIX IMPLT,,negotiated,169.5,professional,Donald W Breech,Victoria,TX,77901
Blue Cross and Blue Shield of Texas,742866995,ein,1720263379,ffs,47562,CPT,LAPAROSCOPIC CHOLECYSTECTOMY,,negotiated,517.18,professional,Donald W Breech,Victoria,TX,77901
Blue Cross and Blue Shield of Texas,742867223,ein,1215034426,ffs,15777,CPT,ACELLULAR DERM MATRIX IMPLT,,negotiated,169.5,professional,Language & Movement,Austin,TX,78752
Blue Cross and Blue Shield of Texas,742867223,ein,1215034426,ffs,47562,CPT,LAPAROSCOPIC CHOLECYSTECTOMY,,negotiated,517.18,professional,Language & Movement,Austin,TX,78752
Blue Cross and Blue Shield of Texas,742867618,ein,1861670994,ffs,36522,CPT,PHOTOPHERESIS,,negotiated,95.31,professional,Gregory M Jackson,San Antonio,TX,78212
Blue Cross and Blue Shield of Texas,742867618,ein,1861670994,ffs,15777,CPT,ACELLULAR DERM MATRIX IMPLT,,negotiated,213.5,professional,Gregory M Jackson,San Antonio,TX,78212
Blue Cross and Blue Shield of Texas,742867618,ein,1861670994,ffs,47562,CPT,LAPAROSCOPIC CHOLECYSTECTOMY,,negotiated,651.43,professional,Gregory M Jackson,San Antonio,TX,78212
Blue Cross and Blue Shield of Texas,742867618,ein,1861670994,ffs,33249,CPT,INSJ RPLCMT DEFIB W LEAD S ,,negotiated,911.05,professional,Gregory M Jackson,San Antonio,TX,78212
Blue Cross and Blue Shield of Texas,742868021,ein,1497199913,ffs,15777,CPT,ACELLULAR DERM MATRIX IMPLT,,negotiated,169.5,professional,Salvador Lopez Jr Phd,San Antonio,TX,78209
Blue Cross and Blue Shield of Texas,742868021,ein,1497199913,ffs,47562,CPT,LAPAROSCOPIC CHOLECYSTECTOMY,,negotiated,517.18,professional,Salvador Lopez Jr Phd,San Antonio,TX,78209
Blue Cross and Blue Shield of Texas,742868847,ein,1922084227,ffs,15777,CPT,ACELLULAR DERM MATRIX IMPLT,,negotiated,169.5,professional,Corpus Christi Medical Center Physicians,Corpus Christi,TX,78412
Blue Cross and Blue Shield of Texas,742868847,ein,1922084227,ffs,47562,CPT,LAPAROSCOPIC CHOLECYSTECTOMY,,negotiated,517.18,professional,Corpus Christi Medical Center Physicians,Corpus Christi,TX,78412
Blue Cross and Blue Shield of Texas,742869628,ein,1861665713,ffs,15777,CPT,ACELLULAR DERM MATRIX IMPLT,,negotiated,204.85,professional,Southwest Center For Reproductive Health,El Paso,TX,79912
Blue Cross and Blue Shield of Texas,742869628,ein,1861665713,ffs,47562,CPT,LAPAROSCOPIC CHOLECYSTECTOMY,,negotiated,625.04,professional,Southwest Center For Reproductive Health,El Paso,TX,79912
Blue Cross and Blue Shield of Texas,742870657,ein,1649557984,ffs,15777,CPT,ACELLULAR DERM MATRIX IMPLT,,negotiated,169.5,professional,Mark E Coira,Converse,TX,78109
Blue Cross and Blue Shield of Texas,742870657,ein,1649557984,ffs,47562,CPT,LAPAROSCOPIC CHOLECYSTECTOMY,,negotiated,517.18,professional,Mark E Coira,Converse,TX,78109
Blue Cross and Blue Shield of Texas,742870808,ein,1407811177,ffs,47562,CPT,LAPAROSCOPIC CHOLECYSTECTOMY,,negotiated,800.75,professional,Brian Risinger,Hillsboro,TX,76645
Blue Cross and Blue Shield of Texas,742870808,ein,1407811177,ffs,77373,CPT,SBRT DELIVERY,,negotiated,1160.9,professional,Brian Risinger,Hillsboro,TX,76645
Blue Cross and Blue Shield of Texas,742871470,ein,1407035298,ffs,15777,CPT,ACELLULAR DERM MATRIX IMPLT,,negotiated,169.5,professional,Enrique Griego Mdpa,Mcallen,TX,78503
Blue Cross and Blue Shield of Texas,742871470,ein,1407035298,ffs,47562,CPT,LAPAROSCOPIC CHOLECYSTECTOMY,,negotiated,517.18,professional,Enrique Griego Mdpa,Mcallen,TX,78503
Blue Cross and Blue Shield of Texas,742872207,ein,1851423990,ffs,15777,CPT,ACELLULAR DERM MATRIX IMPLT,,negotiated,169.5,professional,Dr Ajai J Agarwal,El Paso,TX,79936
Blue Cross and Blue Shield of Texas,742872207,ein,1851423990,ffs,47562,CPT,LAPAROSCOPIC CHOLECYSTECTOMY,,negotiated,517.18,professional,Dr Ajai J Agarwal,El Paso,TX,79936
Blue Cross and Blue Shield of Texas,742872709,ein,1841488657,ffs,15777,CPT,ACELLULAR DERM MATRIX IMPLT,,negotiated,169.5,professional,Stephen M Dentler Do,Victoria,TX,77904
Blue Cross and Blue Shield of Texas,742872709,ein,1841488657,ffs,47562,CPT,LAPAROSCOPIC CHOLECYSTECTOMY,,negotiated,517.18,professional,Stephen M Dentler Do,Victoria,TX,77904
Blue Cross and Blue Shield of Texas,742873562,ein,1316944655,ffs,77373,CPT,SBRT DELIVERY,,negotiated,0,institutional,Texas Cancer Clinic,San Antonio,TX,78240
Blue Cross and Blue Shield of Texas,742873562,ein,1316944655,ffs,47562,CPT,LAPAROSCOPIC CHOLECYSTECTOMY,,negotiated,651.43,professional,Texas Cancer Clinic,San Antonio,TX,78240
Blue Cross and Blue Shield of Texas,742873562,ein,1316944655,ffs,77373,CPT,SBRT DELIVERY,,negotiated,1121.36,professional,Texas Cancer Clinic,San Antonio,TX,78240
Blue Cross and Blue Shield of Texas,742873699,ein,1366687253,ffs,15777,CPT,ACELLULAR DERM MATRIX IMPLT,,negotiated,169.5,professional,Salvatore A Barbaro Iii,San Antonio,TX,78258
Blue Cross and Blue Shield of Texas,742873699,ein,1366687253,ffs,47562,CPT,LAPAROSCOPIC CHOLECYSTECTOMY,,negotiated,517.18,professional,Salvatore A Barbaro Iii,San Antonio,TX,78258
Blue Cross and Blue Shield of Texas,742874650,ein,1740301985,ffs,15777,CPT,ACELLULAR DERM MATRIX IMPLT,,negotiated,217.87,professional,La Joya S Neighborhood Doctor,Mission,TX,78572
Blue Cross and Blue Shield of Texas,742874650,ein,1740301985,ffs,47562,CPT,LAPAROSCOPIC CHOLECYSTECTOMY,,negotiated,664.75,professional,La Joya S Neighborhood Doctor,Mission,TX,78572
Blue Cross and Blue Shield of Texas,742874650,ein,1740301985,ffs,33249,CPT,INSJ RPLCMT DEFIB W LEAD S ,,negotiated,929.68,professional,La Joya S Neighborhood Doctor,Mission,TX,78572
Blue Cross and Blue Shield of Texas,742874879,ein,1770585598,ffs,15777,CPT,ACELLULAR DERM MATRIX IMPLT,,negotiated,251.69,professional,Sara Bartos,Austin,TX,78705
Blue Cross and Blue Shield of Texas,742874879,ein,1770585598,ffs,47562,CPT,LAPAROSCOPIC CHOLECYSTECTOMY,,negotiated,767.95,professional,Sara Bartos,Austin,TX,78705
Blue Cross and Blue Shield of Texas,742874879,ein,1770585598,ffs,33249,CPT,INSJ RPLCMT DEFIB W LEAD S ,,negotiated,1074,professional,Sara Bartos,Austin,TX,78705
Blue Cross and Blue Shield of Texas,742874879,ein,1770585598,ffs,36522,CPT,PHOTOPHERESIS,,negotiated,2465.33,professional,Sara Bartos,Austin,TX,78705
Blue Cross and Blue Shield of Texas,742875079,ein,1104009513,ffs,15777,CPT,ACELLULAR DERM MATRIX IMPLT,,negotiated,256.31,professional,Mid Valley Adult Specialists,Weslaco,TX,78596
Blue Cross and Blue Shield of Texas,742875079,ein,1104009513,ffs,47562,CPT,LAPAROSCOPIC CHOLECYSTECTOMY,,negotiated,782.06,professional,Mid Valley Adult Specialists,Weslaco,TX,78596
